book_id,title,average_rating
7132,"Treachery in Death (In Death, #32)",4.43
7133,Under the Wide and Starry Sky,3.57
7134,"Blood Rites (The Grey Wolves, #2)",4.41
7135,The Adventures of Augie March,3.84
7136,"Carter Reed (Carter Reed, #1)",4.03
7137,"Man and Boy (Harry Silver, #1)",3.55
7138,The Memoirs of Cleopatra,4.17
7139,"The Jefferson Key (Cotton Malone, #7)",3.88
7140,All My Puny Sorrows,3.93
7141,Bittersweet,3.44
7142,In Search of Schrödinger's Cat: Quantum Physics and Reality,4.0
7143,"The Keep (Adversary Cycle, #1)",3.98
7144,"Middle School: The Worst Years of My Life (Midde School, #1)",4.01
7145,"Dawn (Xenogenesis, #1)",4.1
7146,"The Google Story: Inside the Hottest Business, Media, and Technology Success of Our Time",3.81
7147,Every Man Dies Alone,4.21
7148,"Rebel of the Sands (Rebel of the Sands, #1)",3.96
7149,"Forever Peace (The Forever War, #2)",3.73
7150,"Betrayal in Death (In Death, #12)",4.31
7151,Man and His Symbols,4.18
7152,"Pillar of Light (The Work and the Glory, #1)",4.28
7153,"The Cloud Searchers (Amulet, #3)",4.36
7154,Lily and the Octopus,3.74
7155,In the Lake of the Woods,3.78
7156,"Tempt Me at Twilight (The Hathaways, #3)",4.18
7157,"Tiger's Destiny (The Tiger Saga, #4)",4.41
7158,Back Spin (Myron Bolitar #4),3.96
7159,"This Heart of Mine (Chicago Stars, #5)",4.12
7160,"Elixir (Covenant, #3.5)",4.41
7161,Apple Tree Yard,3.71
7162,The Ice Limit (Ice Limit #1),3.97
7163,"Twisted (Tangled, #2)",4.04
7164,"Heartless (Parasol Protectorate, #4)",4.07
7165,"When Calls the Heart (Canadian West, #1)",4.19
7166,Big Girl Panties,3.44
7167,Saving Grace,4.25
7168,"Married By Morning (The Hathaways, #4)",4.14
7169,Pnin,3.9
7170,"Being a Green Mother (Incarnations of Immortality, #5)",3.95
7171,"The Inkheart Trilogy: Inkheart, Inkspell, Inkdeath (Inkworld, #1-3)",4.17
7172,The Overcoat,4.12
7173,Musashi,4.43
7174,"Finally (Willow Falls, #2)",4.19
7175,Ford County,3.56
7176,The Monk,3.8
7177,"Gathering Prey (Lucas Davenport, #25)",4.18
7178,Songs of Willow Frost,3.64
7179,"Jar City (Inspector Erlendur, #3)",3.8
7180,"The Vanished Man (Lincoln Rhyme, #5)",4.08
7181,One for the Murphys,4.31
7182,"Fresh Wind, Fresh Fire: What Happens When God's Spirit Invades the Heart of His People",4.24
7183,"The Madman’s Daughter (The Madman’s Daughter, #1)",3.69
7184,"Second Honeymoon (Honeymoon, #2)",3.89
7185,"Hero (Hero, #1)",4.1
7186,Brain Droppings,4.11
7187,Last Chance to See,4.33
7188,"Swindle (Swindle, #1)",3.94
7189,Relish: My Life in the Kitchen,3.89
7190,What I Thought Was True,3.71
7191,Pretty Little Liars (TV Series),4.46
7192,"Ruthless (Pretty Little Liars, #10)",3.93
7193,The Secret Life of Violet Grant,3.97
7194,"Wicked Ties (Wicked Lovers, #1)",3.97
7195,"Charlie Bone and the Beast (The Children of the Red King, #6)",3.93
7196,The Baller: A Down and Dirty Football Novel,4.13
7197,"The Providence of Fire (Chronicle of the Unhewn Throne, #2)",4.16
7198,Existentialism Is a Humanism,3.96
7199,My Life on the Road,4.08
7200,Making Ideas Happen: Overcoming the Obstacles Between Vision and Reality,3.94
7201,"Sweet Little Lies (L.A. Candy, #2)",3.53
7202,"Remy (Real, #3)",4.31
7203,"Rock Chick Revenge (Rock Chick, #5)",4.5
7204,The Little Match Girl,4.08
7205,The Places in Between,3.88
7206,"Stars of Fortune (The Guardians Trilogy, #1)",4.0
7207,I Suck at Girls,3.79
7208,"Cat Among the Pigeons (Hercule Poirot, #32)",3.82
7209,Paris,3.95
7210,The Necklace and Other Short Stories,3.94
7211,Void Moon,3.95
7212,Captains Courageous,3.88
7213,"Shadow Prey (Lucas Davenport, #2)",3.99
7214,Violin,3.26
7215,The Forgetting Time,3.79
7216,Dear Zoo: A Lift-the-Flap Book,4.25
7217,"Death Note, Vol. 3: Hard Run (Death Note, #3)",4.42
7218,"The Lost Stories (Ranger's Apprentice, #11)",4.27
7219,"Deep Down (Jack Reacher, #16.5)",3.87
7220,Saving June,3.97
7221,"Eeny Meeny (Helen Grace, #1)",3.88
7222,"Of Triton (The Syrena Legacy, #2)",4.0
7223,What the Night Knows,3.74
7224,"Knight & Play (Knight, #1)",4.04
7225,"Queen of Fire (Raven's Shadow, #3)",3.64
7226,"The Wounded Land (The Second Chronicles of Thomas Covenant, #1)",3.96
7227,Darkness Visible: A Memoir of Madness,4.04
7228,In the Shadow of the Banyan,4.04
7229,Dead End in Norvelt,3.72
7230,"Spider's Bite (Elemental Assassin, #1)",3.87
7231,Self-Reliance and Other Essays,4.14
7232,Crash,3.58
7233,How to Talk So Kids Will Listen & Listen So Kids Will Talk,4.24
7234,Fiddler on the Roof,4.2
7235,"Afterburn (Jax & Gia, #1)",3.97
7236,"All-of-a-Kind Family (All-of-a-Kind Family, #1)",4.23
7237,Influx,3.91
7238,"Ilse Witch (Voyage of the Jerle Shannara, #1)",3.95
7239,Personal History,4.13
7240,"The Dry (Aaron Falk, #1)",4.07
7241,Full House (Full #1),3.63
7242,The Broken Wings,3.93
7243,"Two Graves (Pendergast, #12)",4.03
7244,"Blood of Dragons (Rain Wild Chronicles, #4)",4.12
7245,A Bridge Too Far,4.24
7246,Loser,3.72
7247,"Sepulchre (Languedoc, #2)",3.73
7248,"Kill the Dead (Sandman Slim, #2)",4.06
7249,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,3.92
7250,"Kiss the Dead (Anita Blake, Vampire Hunter #21)",3.79
7251,The Garden of Eden,3.74
7252,"Sweet Surrender (Sweet, #1)",3.99
7253,"The One Tree (The Second Chronicles of Thomas Covenant, #2)",3.96
7254,Homicidal Psycho Jungle Cat: A Calvin and Hobbes Collection,4.71
7255,"Surrender Your Love (Surrender Your Love, #1)",3.91
7256,CyberStorm,3.75
7257,Fargo Rock City: A Heavy Metal Odyssey in Rural North Dakota,3.8
7258,"To Green Angel Tower, Part 1 (Memory, Sorrow, and Thorn, #3; Part 1)",4.18
7259,"I Am Nujood, Age 10 and Divorced",3.79
7260,The Feast of All Saints,3.83
7261,To Rise Again at a Decent Hour,3.08
7262,Proof,4.01
7263,"The Past Through Tomorrow (Future History, #1-21)",4.15
7264,"Master of the Senate (The Years of Lyndon Johnson, #3)",4.41
7265,"Saint Odd (Odd Thomas, #7)",4.12
7266,The Wonderful Story of Henry Sugar and Six More,4.15
7267,"Real Murders (Aurora Teagarden, #1)",3.66
7268,"Port Mortuary (Kay Scarpetta, #18)",3.55
7269,Arch of Triumph: A Novel of a Man Without a Country,4.4
7270,The Death of Superman,3.89
7271,The Raw Shark Texts,3.87
7272,"The Hammer of Thor (Magnus Chase and the Gods of Asgard, #2)",4.37
7273,Wave,3.7
7274,"Fire Sea (The Death Gate Cycle, #3)",4.05
7275,"Far from the Tree: Parents, Children, and the Search for Identity",4.26
7276,"Junie B. Jones and the  Stupid Smelly Bus (Junie B. Jones, #1)",3.9
7277,The Autumn of the Patriarch,3.84
7278,"Bones of the Hills (Conqueror, #3)",4.32
7279,Hallucinations,3.85
7280,"Burned (Fever, #7)",4.12
7281,The Murders in the Rue Morgue,3.92
7282,The Summer Tree (The Fionavar Tapestry #1),3.99
7283,"Betsy-Tacy (Betsy-Tacy, #1)",4.07
7284,Sweethearts,3.64
7285,The Monsters of Templeton,3.58
7286,"Midnight Crossroad (Midnight, Texas, #1)",3.63
7287,"Catering to Nobody (A Goldy Bear Culinary Mystery, #1)",3.85
7288,"The Lost Prince (The Iron Fey: Call of the Forgotten, #1)",4.05
7289,"Devil Bones (Temperance Brennan, #11)",3.89
7290,From Here to Eternity,4.09
7291,Change Your Thoughts - Change Your Life: Living the Wisdom of the Tao,4.24
7292,"Dude, Where's My Country?",3.4
7293,The Last Don,3.8
7294,محال,3.31
7295,"Ready or Not (All-American Girl, #2)",3.4
7296,"Cross Bones (Temperance Brennan, #8)",3.86
7297,All But My Life: A Memoir,4.28
7298,Rikki-Tikki-Tavi,3.96
7299,"All-Star Superman, Vol. 2",4.33
7300,The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones,4.25
7301,"To Sir Phillip, With Love (Bridgertons, #5)",3.89
7302,Miracle in the Andes,4.21
7303,"Lost & Found (Lost & Found, #1)",4.13
7304,"Among the Barons (Shadow Children, #4)",4.08
7305,The War that Saved My Life (The War That Saved My Life #1),4.43
7306,"Say Cheese and Die! (Goosebumps, #4)",3.72
7307,"Sharpe's Tiger (Sharpe, #1)",4.08
7308,Jinx,3.72
7309,Death in Venice and Other Tales,3.87
7310,"As Chimney Sweepers Come to Dust (Flavia de Luce, #7)",3.94
7311,What Was She Thinking? [Notes on a Scandal],3.69
7312,"The Beast (Black Dagger Brotherhood, #14)",4.45
7313,"Sullivan's Island (Lowcountry Tales, #1)",4.02
7314,"Cardcaptor Sakura: Master of the Clow, Vol. 1 (Cardcaptor Sakura, #7)",4.34
7315,"The Soulkeepers (The Soulkeepers, #1)",3.71
7316,Up Country,3.99
7317,Private Peaceful,4.16
7318,"Her Royal Spyness (Her Royal Spyness Mysteries, #1)",3.76
7319,"Gunmetal Magic (Kate Daniels, #5.5)",4.28
7320,"Half a War (Shattered Sea, #3)",4.01
7321,"Rock Chick Renegade (Rock Chick, #4)",4.46
7322,"The Marriage Mistake (Marriage to a Billionaire, #3)",3.96
7323,Jamberry,4.17
7324,"Darkest Powers Trilogy (Darkest Powers, #1-3)",4.47
7325,"Rhapsody: Child of Blood (Symphony of Ages, #1)",3.95
7326,Doctors,4.0
7327,Samarkand,4.2
7328,"Indulgence in Death (In Death, #31)",4.32
7329,We Need New Names,3.71
7330,The Little Red Caboose (Little Golden Book),4.21
7331,Pretty in Plaid,3.88
7332,Wicca: A Guide for the Solitary Practitioner,4.01
7333,All My Sons,3.87
7334,Graffiti Moon,3.9
7335,Mufaro's Beautiful Daughters: An African Tale,4.32
7336,"Paladin of Souls (World of the Five Gods, #2)",4.13
7337,Mastery,4.27
7338,"God Bless You, Dr. Kevorkian",3.83
7339,A Homemade Life: Stories and Recipes from My Kitchen Table,3.94
7340,The Three Pigs,4.15
7341,Learned Optimism: How to Change Your Mind and Your Life,3.98
7342,"Desires of the Dead (The Body Finder, #2)",4.07
7343,The Littles,3.98
7344,Amelia Bedelia and the Surprise Shower,4.27
7345,"Homecoming (Tillerman Cycle, #1)",3.92
7346,"Spell of the Highlander (Highlander, #7)",4.27
7347,"The Hand of Chaos (The Death Gate Cycle, #5)",4.05
7348,One False Move (Myron Bolitar #5),4.07
7349,The Guns of Avalon (The Chronicles of Amber #2),4.16
7350,The Great Gilly Hopkins,3.83
7351,"Trojan Odyssey (Dirk Pitt, #17)",3.92
7352,Follow the River,4.21
7353,Measure for Measure,3.67
7354,The Mask,3.75
7355,All Our Yesterdays,4.05
7356,Coming Clean,3.88
7357,Forever Amber ,3.98
7358,"The Emerald Atlas (The Books of Beginning, #1)",3.92
7359,Swing Time,3.6
7360,In Harm's Way: The Sinking of the U.S.S. Indianapolis and the Extraordinary Story of Its Survivors,4.25
7361,"Chibi Vampire, Vol. 01",3.99
7362,Everything Leads to You,3.89
7363,Jeremy Fink and the Meaning of Life,4.02
7364,"Thank You, Mr. Falker",4.52
7365,The Peripheral,3.94
7366,Too Much Happiness,3.82
7367,"Tempting the Best Man (Gamble Brothers, #1)",3.73
7368,"Captive Prince: Volume Two (Captive Prince, #2)",4.51
7369,"The Siren (The Original Sinners, #1)",4.05
7370,Ironweed,3.86
7371,"Deception (Alex Delaware, #25)",3.96
7372,Stupid White Men,3.3
7373,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",4.54
7374,"The Faceless Ones (Skulduggery Pleasant, #3)",4.4
7375,The Great Railway Bazaar,3.91
7376,"Black List (Scot Harvath, #11)",4.2
7377,"Transmetropolitan, Vol. 2: Lust for Life (Transmetropolitan, #2)",4.35
7378,"The Atrocity Archives (Laundry Files, #1)",3.95
7379,The Pleasure of My Company,3.78
7380,"Dark Fire (Matthew Shardlake, #2)",4.24
7381,"Beautiful Beginning (Beautiful Bastard, #3.5)",4.24
7382,Heft,3.96
7383,"Outcast of Redwall (Redwall, #8)",3.9
7384,Mister Pip,3.66
7385,Giada's Family Dinners,3.99
7386,Doubt,4.13
7387,"Book of Shadows (Sweep, #1)",4.04
7388,"Secrets of a Shoe Addict (Shoe Addict, #2)",3.73
7389,"After We Fell (After, #3)",3.88
7390,Elizabeth Street,3.9
7391,"The Assassin and the Pirate Lord (Throne of Glass, #0.1)",4.23
7392,Fear and Trembling,4.01
7393,"Hawksong (The Kiesha'ra, #1)",4.15
7394,"The Naked God (Night's Dawn, #3)",4.2
7395,"Come Back, Amelia Bedelia",4.25
7396,Kon-Tiki: Across The Pacific In A Raft,4.1
7397,How to Get Filthy Rich in Rising Asia,3.76
7398,Relativity: The Special and the General Theory,4.17
7399,Getting Over It,3.53
7400,The List,3.46
7401,The Brothers K,4.39
7402,The Happiness Advantage: The Seven Principles of Positive Psychology That Fuel Success and Performance at Work,4.15
7403,"A Dog's Journey (A Dog's Purpose, #2)",4.41
7404,The Meaning of Marriage: Facing the Complexities of Commitment with the Wisdom of God,4.43
7405,Batman & Robin: Batman Reborn,4.08
7406,"MeruPuri, Vol. 1 (MeruPuri, #1)",4.14
7407,The Flanders Panel,3.8
7408,The Princess and the Pea,4.1
7409,The Short Stories,4.23
7410,"Dark Angel (Casteel, #2)",3.96
7411,"Specter of the Past (Star Wars: The Hand of Thrawn, #1)",3.98
7412,Binge,4.3
7413,Black Lies,4.32
7414,What the Dead Know,3.54
7415,"Rome (Marked Men, #3)",4.22
7416,"The Life and Opinions of Tristram Shandy, Gentleman",3.74
7417,Giraffes Can't Dance,4.28
7418,The Passion of Artemisia,3.86
7419,Heal Your Body: The Mental Causes for Physical Illness and the Metaphysical Way to Overcome Them,4.34
7420,"Tokyo Mew Mew, Vol. 1 (Tokyo Mew Mew, #1)",3.95
7421,The Miseducation of Cameron Post,3.99
7422,Coraline (Illustrated/Graphic Novel Edition),3.96
7423,"House of Many Ways (Howl's Moving Castle, #3)",4.03
7424,The Cartel,4.28
7425,A Mother's Reckoning: Living in the Aftermath of Tragedy,4.13
7426,"Skin Tight (Mick Stranahan, #1)",3.96
7427,"Moonraker (James Bond, #3)",3.7
7428,Two Treatises of Government,3.81
7429,Civil Disobedience and Other Essays,4.06
7430,"Rose in Bloom (Eight Cousins, #2)",4.03
7431,Mosquitoland,3.92
7432,The Perfect Son,3.97
7433,Looking for Alibrandi,3.85
7434,"Raid (Unfinished Hero, #3)",4.23
7435,"Fifth Grave Past the Light (Charley Davidson, #5)",4.49
7436,"The Seventh Scroll (Ancient Egypt, #2)",4.1
7437,A Midsummer's Nightmare,3.83
7438,The Troop,3.71
7439,"Revelation (Matthew Shardlake, #4)",4.32
7440,100 Love Sonnets,4.4
7441,Lucky Us,3.21
7442,"It's in His Kiss (Bridgertons, #7)",4.01
7443,"Short Stories from Hogwarts of Power, Politics and Pesky Poltergeists (Pottermore Presents, #2)",4.2
7444,Phenomenology of Spirit,3.91
7445,"Fire Inside (Chaos, #2)",4.33
7446,"The Neutronium Alchemist (Night's Dawn, #2)",4.25
7447,The Darkest Seduction (Lords of the Underworld #9),4.35
7448,"King's Cage (Red Queen, #3)",4.03
7449,Invisible,3.71
7450,ظل الأفعى,3.0
7451,Ten Things We Did (and Probably Shouldn't Have),3.74
7452,"Rebel Heart (Dust Lands, #2)",3.89
7453,Sickened: The Memoir of a Munchausen by Proxy Childhood,3.72
7454,The Last Time They Met,3.48
7455,News of the World,4.14
7456,"Blowback (Scot Harvath, #4)",4.17
7457,Jaya: An Illustrated Retelling of the Mahabharata,4.2
7458,Women of the Silk,3.94
7459,The Prisoner of Zenda,3.87
7460,"Flutter (My Blood Approves, #3)",3.97
7461,"Tall, Tatted and Tempting (The Reed Brothers, #1)",4.23
7462,Leviathan,3.95
7463,Saving Faith,3.82
7464,"The Spine of the World (Forgotten Realms: Paths of Darkness, #2; Legend of Drizzt, #12)",3.89
7465,"The Haunted Mask (Goosebumps, #11)",3.77
7466,Tyrannosaur Canyon (Wyman Ford #1),3.78
7467,The Girl Before,3.7
7468,Wayside School Gets A Little Stranger (Wayside School #3),4.18
7469,Summer of Night,4.0
7470,"The Dresden Files:  Storm Front, Volume 1-  The Gathering Storm",4.36
7471,Tourist Season,3.95
7472,السنجة,3.16
7473,"204 Rosewood Lane (Cedar Cove, #2)",4.15
7474,"Unseen (Will Trent, #7)",4.17
7475,"Eleventh Grade Burns (The Chronicles of Vladimir Tod, #4)",4.31
7476,Double Star,3.88
7477,"A Perfect Evil (Maggie O'Dell, #1)",4.02
7478,Help Thanks Wow: The Three Essential Prayers,3.97
7479,"The Long Patrol (Redwall, #10)",4.1
7480,The Better Angels of Our Nature: Why Violence Has Declined,4.19
7481,"When We Were Very Young (Winnie-the-Pooh, #3)",4.32
7482,My Sunshine Away,3.6
7483,The Truth Seeker (O'Malley #3),4.39
7484,Filosofi Kopi: Kumpulan Cerita dan Prosa Satu Dekade,3.82
7485,سینوهه,4.08
7486,Great House,3.45
7487,"The Kept Woman (Will Trent, #8)",4.1
7488,"Maid for Love (Gansett Island Series, #1)",3.98
7489,And the Shofar Blew,4.11
7490,"Prentice Alvin (Tales of Alvin Maker, #3)",3.77
7491,"44 Scotland Street (44 Scotland Street, #1)",3.61
7492,Chill Factor,3.95
7493,Odd and the Frost Giants,3.95
7494,The Magpies,3.8
7495,Season of Migration to the North,3.71
7496,The Golden Notebook,3.75
7497,"The Winter Rose (The Tea Rose, #2)",4.29
7498,"The Last Full Measure (The Civil War Trilogy, #3)",4.22
7499,Oscar et la dame rose,4.2
7500,When Bad Things Happen to Good People,4.02
7501,"Post Captain (Aubrey/Maturin, #2)",4.29
7502,"Dragon Flight (Dragon Slippers, #2)",4.18
7503,"What Katy Did (Carr Family, #1)",3.89
7504,Homer Price (A Puffin Book),4.07
7505,"Shatterglass (The Circle Opens, #4)",4.16
7506,"The Belgariad, Vol. 1: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit (The Belgariad, #1-3)",4.27
7507,The Lucifer Effect: Understanding How Good People Turn Evil,3.94
7508,The Scent of Rain and Lightning,3.79
7509,"Pacific Vortex! (Dirk Pitt, #1)",3.76
7510,"One More Chance (Rosemary Beach, #8; Chance, #2)",4.29
7511,Aurora,3.73
7512,"Purity in Death (In Death, #15)",4.33
7513,"The Hollow Hills (Arthurian Saga, #2)",4.23
7514,"Among the Brave (Shadow Children, #5)",4.14
7515,"Marching Powder: A True Story of Friendship, Cocaine, and South America's Strangest Jail",4.22
7516,"Mars, Volume 01",4.13
7517,Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher,4.19
7518,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",4.11
7519,"Centaur Aisle (Xanth, #4)",3.77
7520,The Year of Fog,3.46
7521,Crisis on Infinite Earths,4.01
7522,The Areas of My Expertise: An Almanac of Complete World Knowledge Compiled with Instructive Annotation and Arranged in Useful Order,3.81
7523,"Hogwarts: An Incomplete and Unreliable Guide (Pottermore Presents, #3)",4.21
7524,"Ronia, the Robber's Daughter",4.27
7525,"Spider Bones (Temperance Brennan, #13)",3.9
7526,No Talking,3.94
7527,"Blood on Snow (Blood on Snow, #1)",3.5
7528,"Wait for Me (Against All Odds, #1)",3.98
7529,The Garden of Evening Mists,4.08
7530,"The Cellar (The Cellar, #1)",3.94
7531,"The Gentlemen's Alliance †, Vol. 1",3.96
7532,"Rusty Nailed (Cocktail, #2)",3.97
7533,"Dark Guardian (Dark, #9)",4.33
7534,Prophet,3.92
7535,"The Wicked Will Rise (Dorothy Must Die, #2)",3.82
7536,"Dark Fire (Dark, #6)",4.3
7537,Citizen: An American Lyric,4.3
7538,"Carry on, Jeeves (Jeeves, #3)",4.28
7539,"The Magic Thief (Magic Thief, #1)",3.94
7540,Our Band Could Be Your Life: Scenes from the American Indie Underground 1981-1991,4.2
7541,"I, Elizabeth",4.01
7542,The Woman Who Stole My Life,3.52
7543,Pyongyang: A Journey in North Korea,3.93
7544,Night Over Water,3.78
7545,I Am Having So Much Fun Here Without You,3.37
7546,"All I Want is Everything (Gossip Girl, #3)",3.56
7547,Competitive Strategy: Techniques for Analyzing Industries and Competitors,4.14
7548,Systematic Theology: An Introduction to Biblical Doctrine,4.23
7549,"P is for Peril (Kinsey Millhone, #16)",3.85
7550,"Adulthood Is a Myth (Sarah's Scribbles, #1)",4.14
7551,"The Darkness That Comes Before (The Prince of Nothing, #1)",3.78
7552,"The Dirty Life: On Farming, Food, and Love",4.04
7553,"Dust & Decay (Rot & Ruin, #2)",4.29
7554,"Alienated (Alienated, #1)",3.95
7555,Bone Gap,3.86
7556,"Big Cherry Holler (Big Stone Gap, #2)",3.92
7557,"Yes, Chef",3.8
7558,Teen Idol,3.53
7559,The Thing Around Your Neck,4.18
7560,Caraval,3.97
7561,Bright Shiny Morning,3.8
7562,The Story of an Hour,4.08
7563,Rabbit Is Rich (Rabbit Angstrom #3),3.9
7564,"Lots of Candles, Plenty of Cake",3.71
7565,Scars,4.17
7566,The Fixer Upper,3.88
7567,"Negeri 5 Menara (Negeri 5 Menara, #1)",4.04
7568,"Empire of Ivory (Temeraire, #4)",3.93
7569,"An Army at Dawn: The War in North Africa, 1942-1943 (World War II Liberation Trilogy, #1)",4.25
7570,Daddy's Little Girl,3.85
7571,Ricochet,3.96
7572,Can't Wait to Get to Heaven,3.89
7573,Among Others,3.68
7574,"Seduction in Death (In Death, #13)",4.3
7575,Double Indemnity,4.12
7576,"Upon the Midnight Clear (Dark-Hunter #12, Dream-Hunter #2)",4.0
7577,Presentation Zen: Simple Ideas on Presentation Design and Delivery,4.08
7578,"Sea of Swords (Forgotten Realms: Paths of Darkness, #4; Legend of Drizzt, #13)",4.07
7579,"Goodbye, Columbus and Five Short Stories",3.87
7580,"Bone: Quest for the Spark, Vol. 1",4.33
7581,The Personal MBA: Master the Art of Business,4.04
7582,The Last Original Wife,3.67
7583,"No Mercy (Dark-Hunter #18, Were-Hunter, #5)",4.28
7584,The Library at Mount Char,4.07
7585,"Fire Star (The Last Dragon Chronicles, #3)",3.91
7586,Texas,4.06
7587,Your Best Life Now: 7 Steps to Living at Your Full Potential,4.0
7588,Turtle in Paradise,3.93
7589,"The Vor Game (Vorkosigan Saga, #6)",4.28
7590,Choosing to SEE,4.3
7591,Broken Monsters,3.59
7592,The Unabridged Journals of Sylvia Plath,4.29
7593,"This Is Water: Some Thoughts, Delivered on a Significant Occasion, about Living a Compassionate Life",4.53
7594,QED: The Strange Theory of Light and Matter,4.23
7595,"Defiance (Strange Angels, #4)",4.19
7596,"Haunted (Women of the Otherworld, #5)",4.08
7597,The Sweet Potato Queens' Book of Love,3.7
7598,"Mastiff (Beka Cooper, #3)",4.24
7599,The Madonnas of Leningrad,3.77
7600,"Divine Misdemeanors (Merry Gentry, #8)",4.04
7601,"Sweetheart (Archie Sheridan & Gretchen Lowell, #2)",4.05
7602,Caim,3.89
7603,"All Tomorrow's Parties (Bridge, #3)",3.88
7604,"The Quantum Thief (Jean le Flambeur, #1)",3.83
7605,"Shock Wave (Virgil Flowers, #5)",4.19
7606,Tractatus Logico-Philosophicus,4.06
7607,"Lord Edgware Dies (Hercule Poirot, #9)",3.88
7608,"Batman: Hush, Vol. 2",4.25
7609,Dog on It (A Chet and Bernie Mystery #1),3.85
7610,Spring Fever,3.92
7611,And to Think That I Saw it on Mulberry Street,3.99
7612,"The Bully Pulpit: Theodore Roosevelt, William Howard Taft, and the Golden Age of Journalism",4.16
7613,"Chasing the Prophecy (Beyonders, #3)",4.35
7614,"The Short Victorious War (Honor Harrington, #3)",4.16
7615,Drinking: A Love Story,4.04
7616,"Five Weeks in a Balloon (Extraordinary Voyages, #1)",3.74
7617,"Dragon's Oath (House of Night Novellas, #1)",4.06
7618,"Grave Witch (Alex Craft, #1)",3.96
7619,"Sleeping Murder (Miss Marple, #13)",3.91
7620,Ethan Frome and Other Short Fiction,3.65
7621,"The Assassin and the Desert (Throne of Glass, #0.3)",4.4
7622,On the Genealogy of Morals/Ecce Homo,4.14
7623,Adrift: Seventy-Six Days Lost at Sea,4.09
7624,"Once and Always (Sequels, #1)",4.21
7625,"Bloodline (Sigma Force, #8)",4.23
7626,"Best Friends for Never (The Clique, #2)",3.73
7627,"Death of Kings (The Saxon Stories, #6)",4.28
7628,Onward: How Starbucks Fought for Its Life without Losing Its Soul,3.79
7629,Auschwitz,4.24
7630,The Long Walk: The True Story of a Trek to Freedom,4.18
7631,Three Fates,4.03
7632,"Passenger (Passenger, #1)",3.84
7633,"Born in Death (In Death, #23)",4.33
7634,"Close Your Eyes, Hold Hands",3.59
7635,"A Pocket Full of Rye (Miss Marple, #7)",3.83
7636,Of Course I Love You...! Till I Find Someone Better...,3.21
7637,"Virgin River (Virgin River, #1)",4.12
7638,The Algebraist,3.99
7639,درخت زیبای من,4.36
7640,Stone Mattress: Nine Tales,3.93
7641,The Whistling Season,4.01
7642,"Rebel Spring (Falling Kingdoms, #2)",4.16
7643,"NYPD Red 2 (NYPD Red, #2)",4.07
7644,Chesapeake,4.14
7645,The List,3.95
7646,Ralph S. Mouse by Beverly Cleary: Teacher Guide (Novel Units),3.95
7647,"Devil in a Blue Dress (Easy Rawlins, #1)",3.91
7648,Shakespeare's Romeo and Juliet,4.09
7649,The Killer Inside Me,3.9
7650,Lady Audley's Secret,3.73
7651,All the Names,3.88
7652,"Lucia, Lucia",3.92
7653,Tiger Lily,3.98
7654,"Return (Redemption, #3)",4.44
7655,"The Ruby in the Smoke (Sally Lockhart, #1)",3.75
7656,Georgiana: Duchess of Devonshire,3.79
7657,"Scarlet (Scarlet, #1)",3.95
7658,Stealing Parker,3.88
7659,The Weekenders,3.7
7660,"Fables, Vol. 5: The Mean Seasons",4.19
7661,Dom Casmurro,4.24
7662,The Illuminatus! Trilogy,4.0
7663,"Lockdown (Escape from Furnace, #1)",4.1
7664,The Final Solution,3.31
7665,Beachcombers,3.77
7666,"Chew, Vol. 2: International Flavor",4.13
7667,Lost Souls,3.89
7668,The Secret Agent,3.59
7669,The Way of Zen,4.18
7670,"Nexus (Nexus, #1)",4.06
7671,The Wolf and the Dove,4.14
7672,"The Traitor (Divergent, #0.4)",4.19
7673,Nora Webster,3.58
7674,"Requiem (Providence, #2)",4.15
7675,"The Emperor's Tomb (Cotton Malone, #6)",3.95
7676,"Fear Nothing (Detective D.D. Warren, #7)",4.1
7677,Baking: From My Home to Yours,4.18
7678,Promises to Keep,3.81
7679,"For You (The 'Burg, #1)",4.19
7680,"Love★Com, Vol. 1",4.22
7681,"Elephants Can Remember (Hercule Poirot, #37)",3.62
7682,"Friend-Zoned (Friend-Zoned, #1)",3.99
7683,What to Expect the First Year (What to Expect),3.86
7684,The Gift,3.91
7685,The Lions of Little Rock,4.22
7686,Self Matters: Creating Your Life from the Inside Out,3.62
7687,"Hollowland (The Hollows, #1)",3.97
7688,"Hetalia: Axis Powers, Vol. 1 (Hetalia: Axis Powers, #1)",4.35
7689,Finding Nemo,4.47
7690,Calling Doctor Amelia Bedelia,4.29
7691,"Timeless (Parasol Protectorate, #5)",4.12
7692,"These High, Green Hills (Mitford Years, #3)",4.27
7693,How Google Works,4.03
7694,"Killing Sarai (In the Company of Killers, #1)",4.17
7695,The Time of My Life,3.85
7696,"Now We Are Six (Winnie-the-Pooh, #4)",4.38
7697,"The Captive Part II / The Power (The Secret Circle, #2-3)",4.11
7698,Ladies' Night,3.8
7699,Family Pictures ,3.62
7700,"Taken by Midnight (Midnight Breed, #8)",4.27
7701,Os Maias,3.99
